species,longitude,latitude,aet,cwd,ppt,pptdjf,tmn,tmx,tmxjja,fvegrec,mam,brd,rep
Ixodes pacificus,-248587.9684,443912.8388,355.0270081,453.230011,953.9099731,142.8829956,4.543300152,14.36330032,23.36400032,7,61,129,16
Ixodes pacificus,-195967.7036,444007.776,274.3529968,710.2199707,530.8969727,76.95279694,3.096699953,18.19000053,29.20829964,2,61,148,16
Ixodes pacificus,-340120.5247,443461.9722,690.96698,315.0799866,2187.659912,347.3859863,6.71999979,18.71999931,25.37680054,7,60,156,16
Ixodes pacificus,-190882.3093,443370.6885,273.7529907,699.9130249,535.3270264,77.24639893,2.826699972,18.33329964,29.42070007,2,66,165,18
Ixodes pacificus,-319864.933,443307.0328,543.8629761,335.1130066,2684.580078,432.1279907,5.476699829,15.6267004,24.31430054,7,65,129,16
Ixodes pacificus,-316635.5265,443561.8729,546.2800293,400.3070068,2292.27002,378.0889893,5.173299789,17.55999947,26.92639923,7,64,131,16
Ixodes pacificus,-293237.2396,443471.9582,393.303009,352.053009,2352.850098,383.2229919,3.406699896,12.77000046,22.02169991,1,61,129,16
Ixodes pacificus,-309690.5564,443644.6353,477.0700073,414.5469971,2176.370117,366.7619934,4.186699867,17.51000023,26.86879921,7,64,130,16
Ixodes pacificus,-190884.8719,442998.5978,420.8569946,559.7399902,525.0430298,75.61499786,2.913300037,18.81999969,29.94379997,6,66,165,18
Ixodes pacificus,-264432.9813,443192.7115,377.519989,503.3500061,1151.859985,196.2599945,4.216700077,17.47330093,27.33959961,7,62,131,16
Ixodes pacificus,-199169.3181,442952.6111,270.0629883,713.7670288,508.3599854,73.32240295,3.336699963,18.29330063,29.27319908,7,61,156,18
Ixodes pacificus,-324694.4319,443099.1254,508.2470093,379.7630005,2642.070068,427.7839966,4.519999981,18.58670044,28.15410042,8,62,132,17
Ixodes pacificus,-252507.2232,442801.2296,358.8699951,431.7070007,964.9199829,144.927002,4.650000095,14.74330044,23.58139992,7,61,130,16
Ixodes pacificus,-283583.201,442367.4593,407.9970093,516.3170166,1804.97998,295.7619934,4.74669981,17.44000053,27.03630066,7,61,130,16
Ixodes pacificus,-276979.8915,442800.4735,372.1069946,562.7969971,1566.650024,266.7250061,4.699999809,16.54330063,26.25099945,7,62,127,17
Ixodes pacificus,-161098.0809,442604.9776,194.4730072,651.7529907,427.4100037,57.52740097,0.189999998,15.81999969,26.60610008,11,56,146,14
Ixodes pacificus,-186320.2327,442111.383,266.6799927,645.6699829,561.4530029,80.2963028,2.033299923,16.97999954,27.96380043,8,64,161,16
Ixodes pacificus,-162419.6641,441978.7339,333.7330017,508.8099976,426.3330078,57.20360184,-0.0233,15.82670021,26.63960075,11,59,153,16
Ixodes pacificus,-293424.1067,441885.0801,434.677002,397.769989,2171.439941,364.9110107,3.843300104,14.52999973,23.92440033,1,62,131,16
Ixodes pacificus,-160795.8064,441623.9495,197.7070007,647.6729736,404.5130005,54.25030136,0.07,15.84329987,26.63470078,11,59,153,16
Ixodes pacificus,-337192.3911,441399.3284,691.6599731,232.8600006,2726.600098,440.1440125,6.96999979,16.33670044,22.30130005,7,60,158,16
Ixodes pacificus,-341482.3092,441405.8114,668.2600098,296.8829956,2129.050049,337.4330139,6.900000095,17.82329941,23.41290092,6,60,157,16
Ixodes pacificus,-272485.0735,441720.7449,356.9869995,469.2969971,1585.829956,276.8439941,3.983299971,14.52670002,24.4510994,7,61,131,16
Ixodes pacificus,-21940.10499,441668.8771,335.8200073,424.8429871,643.7999878,78.83640289,0.0033,12.89669991,23.7635994,7,64,143,11
Ixodes pacificus,-87769.02492,441721.669,230.3930054,633.492981,408.3770142,44.66139984,0.676699996,15.40999985,26.87280083,7,56,163,13
Ixodes pacificus,-100312.573,441291.3009,227.3370056,611.2399902,354.7000122,39.58309937,0.72329998,15.45670033,26.6012001,7,56,158,13
Ixodes pacificus,-307102.8554,441080.4081,522,354.7969971,2319.48999,389.3919983,4.199999809,17.43000031,26.78210068,7,64,130,16
Ixodes pacificus,-212416.8102,441180.9699,272,687.2130127,618.9429932,99.32510376,4.066699982,16.96999931,27.57789993,8,62,156,18
Ixodes pacificus,-99553.73255,440904.0039,204.6670074,625.3670044,356.8670044,39.6230011,0.653299987,15.54329967,26.70219994,7,56,158,13
Ixodes pacificus,-272624.8437,441241.1242,364.8869934,483.7999878,1603.25,281.7869873,4.00330019,14.54329967,24.52099991,8,62,131,17
Ixodes pacificus,-146673.4128,441015.8524,238.746994,598.8029785,279.072998,35.31399918,-0.25,15.8032999,26.52770042,10,56,162,13
Ixodes pacificus,-129024.8797,440936.0009,245.3800049,614.257019,285.0769958,31.57290077,-0.119999997,16.45999908,27.40579987,11,58,160,13
Ixodes pacificus,-319896.2502,440440.127,538.8170166,416.2430115,2255.610107,367.4670105,4.586699963,18.24670029,27.84799957,7,64,129,17
Ixodes pacificus,-284691.9332,440559.454,400.0799866,518.2199707,1809.420044,297.3710022,4.72329998,16.30999947,26.06669998,8,62,130,17
Ixodes pacificus,-49980.25453,440792.0816,221.0599976,576.0170288,446.2669983,59.49739838,0.453299999,14.3767004,25.29719925,3,57,183,12
Ixodes pacificus,-333346.7033,440605.2653,561.8969727,398.7369995,2719.439941,443.6289978,5.833300114,18.11000061,26.11730003,8,63,138,17
Ixodes pacificus,-21523.00678,440660.8084,278.8999939,510.7529907,621.8400269,76.03939819,0.5,14.48999977,25.56340027,3,65,146,10
Ixodes pacificus,-150208.5199,440826.5943,-9999,-9999,283.5799866,35.89929962,-0.223299995,15.85330009,26.53969955,11,56,162,13
Ixodes pacificus,-336448.0435,440489.9499,559.4370117,351.2630005,2810.800049,455.7999878,7.023300171,16.17670059,22.28739929,7,62,143,17
Ixodes pacificus,-301864.2994,440757.3784,443.9830017,337.1830139,2581.439941,428.4880066,3.359999895,14.31000042,23.46800041,8,64,129,16
Ixodes pacificus,-92773.72542,440560.7167,223.9100037,639.1129761,363.6830139,37.31290054,0.389999986,15.89669991,27.44140053,7,56,159,13
Ixodes pacificus,-55152.33617,440151.858,238.6529999,532.0499878,588.5830078,80.08100128,0.653299987,13.06999969,23.78079987,3,58,184,12
Ixodes pacificus,-168843.7797,440177.2304,192.7299957,663.9199829,435.25,57.56280136,0.706700027,15.48999977,26.45929909,7,60,158,14
Ixodes pacificus,-295249.6872,439951.1841,428.8800049,312.2969971,2367.330078,401.348999,3.356699944,13.06669998,22.35700035,7,64,128,16
Ixodes pacificus,-109.822488,440083.9061,291.0929871,548.9329834,394.6570129,50.01670074,0.943300009,14.86670017,26.22500038,9,59,140,13
Ixodes pacificus,-295031.1054,440350.7691,396.2000122,338.1099854,2376.550049,403.7070007,3.273299932,12.80000019,22.07060051,1,63,129,17
Ixodes pacificus,-14174.12105,440118.1064,325.0029907,215.8670044,1286.079956,174.8569946,-2.49000001,9.069999695,19.31520081,1,68,146,10
Ixodes pacificus,-323579.836,440405.1724,557.4130249,357.4700012,3002.72998,479.9330139,5.793300152,16.38999939,25.04319954,7,63,132,17
Ixodes pacificus,-201911.5204,439530.0702,297.7229919,684.2700195,430.4100037,60.38690186,3.049999952,19.39999962,30.44879913,9,61,161,18
Ixodes pacificus,-345399.8044,439695.6902,521.8729858,443.9129944,1823.969971,281.7420044,7.826700211,16.00670052,19.19930077,2,61,177,16
Ixodes pacificus,-294911.2516,439699.8381,391.2999878,360.9729919,2351.379883,399.0870056,3.353300095,13.17329979,22.45590019,7,63,129,16
Ixodes pacificus,-166950.0335,439924.9772,213.6369934,638.6030273,391.3529968,51.47489929,0.293300003,15.93330002,26.74679947,11,61,166,16
Ixodes pacificus,-206796.9393,439754.2558,264.553009,743.1870117,537.322998,83.88539886,3.730000019,18.56999969,29.65379906,7,62,158,18
Ixodes pacificus,-330275.9867,439882.3896,533.6199951,354.7269897,2892.659912,468.0830078,6.210000038,17.38999939,26.00429916,8,63,135,17
Ixodes pacificus,-210462.0281,439715.2722,302.0899963,694.3729858,604.0570068,96.82520294,4.269999981,17.35000038,28.07859993,8,62,154,18
Ixodes pacificus,-249629.954,439697.5945,316.9200134,401.7829895,1214.530029,184.1860046,2.586699963,11.17329979,20.33189964,1,60,130,16
Ixodes pacificus,-208446.7305,439635.6198,293.5629883,715.9530029,558.5930176,88.31259918,4.016699791,18.3932991,29.45739937,8,62,155,18
Ixodes pacificus,-289551.675,439436.1396,432.7799988,503.1730042,1775.920044,294.3190002,4.076700211,18.23670006,28.34609985,7,63,133,17
Ixodes pacificus,-120739.0908,439407.5296,244.4799957,621.2369995,281.8800049,32.80099869,-0.079999998,16.5333004,27.51490021,11,57,160,13
Ixodes pacificus,-228293.737,439430.4533,297.3930054,590.4630127,821.3829956,134.2350006,4.163300037,14.40330029,24.13820076,7,64,144,17
Ixodes pacificus,-202327.8142,439199.1002,-9999,-9999,427.6900024,60.06359863,3.056699991,19.37669945,30.46789932,2,61,160,18
Ixodes pacificus,-157862.6769,439266.1959,285.7869873,552.2930298,354.0369873,46.64500046,-0.170000002,15.94330025,26.6576004,11,60,150,16
Ixodes pacificus,-225540.2776,439454.4335,282.5329895,547.8369751,812.822998,132.0090027,3.983299971,13.27000046,22.79680061,7,65,144,17
Ixodes pacificus,-20578.32677,439440.61,306.6530151,399.5230103,714.5930176,89.47899628,-0.136700004,12.94999981,23.83460045,7,64,144,10
Ixodes pacificus,-244209.3726,439093.6216,318.6430054,451.1530151,1110.670044,169.9499969,3.493299961,12.26000023,21.42379951,7,62,135,17
Ixodes pacificus,-48605.00932,438981.553,267.2600098,505.1130066,523.2600098,70.3710022,0.730000019,13.49330044,24.25060081,7,57,184,12
Ixodes pacificus,-262209.3665,438569.4007,354.0429993,562.460022,1356.280029,241.0820007,4.550000191,15.89330006,25.71310043,8,61,135,16
Ixodes pacificus,-70832.76715,438780.5012,223.9530029,605.5469971,486.7000122,62.74720001,0.379999995,14.60669994,25.66110039,1,58,178,12
Ixodes pacificus,-184073.6142,438957.062,222.1300049,646.0100098,591.4229736,85.53759766,2.630000114,16.56329918,27.56940079,7,64,167,18
Ixodes pacificus,-91335.1521,438748.2843,205.727005,661.8599854,367.5270081,36.83069992,0.456699997,15.97329998,27.68659973,3,56,163,13
Ixodes pacificus,-11249.84225,438888.5175,290.0629883,268.2569885,1272.189941,173.6529999,-2.386699915,9.229999542,19.52869987,2,68,140,10
Ixodes pacificus,-159135.1181,438547.66,200.2230072,636.1870117,355.3970032,46.77109909,-0.213300005,15.97669983,26.68720055,11,60,150,16
Ixodes pacificus,-169080.9531,438543.5302,191.6529999,670.2199707,426.1300049,56.58919907,1.013299942,15.3032999,26.36700058,7,60,157,14
Ixodes pacificus,-203812.4611,438771.4544,278.8469849,721.5570068,448.2269897,65.1882019,3.313299894,19.17670059,30.2670002,2,61,159,18
Ixodes pacificus,-226667.8595,438027.7945,394.9030151,582.8829956,796.4329834,130.3630066,5.090000153,16.39669991,26.6432991,7,65,143,17
Ixodes pacificus,-47782.05046,438481.9144,273.9599915,509.0969849,537.5230103,72.14589691,0.823300004,13.18999958,23.90209961,1,57,183,12
Ixodes pacificus,-170950.0544,438103.2986,228.3600006,640.507019,416.7099915,54.77370071,0.953299999,15.72669983,26.62220001,3,59,162,15
Ixodes pacificus,-62337.76582,438281.1295,225.0070038,564.28302,558.1270142,76.0039978,0.326700002,13.77670002,24.61689949,1,58,184,12
Ixodes pacificus,-75339.61531,438121.9488,239.5130005,602.2670288,460.8770142,57.07089996,0.436699986,14.98330021,26.18479919,1,57,178,12
Ixodes pacificus,-338529.2224,437599.4755,599.6170044,338,2762.449951,448.0079956,7.519999981,16.17000008,22.17959976,7,60,156,16
Ixodes pacificus,-308307.9328,437847.4156,522.4630127,293.8770142,2776.449951,435,4.563300133,15.64000034,24.80209923,7,64,132,16
Ixodes pacificus,-118955.3065,437592.2568,242.5829926,620.2030029,282.0329895,32.6556015,-0.113300003,16.51000023,27.48399925,11,57,160,13
Ixodes pacificus,-271250.9229,437590.3035,392.8630066,494.2170105,1704.640015,307.8590088,4.736700058,17.38330078,27.69210052,7,63,133,17
Ixodes pacificus,-129324.7839,437594.6654,239.9600067,620.4030151,279.7969971,29.77090073,-0.140000001,16.53000069,27.47220039,11,58,160,13
Ixodes pacificus,-288468.9205,437987.7628,401.5169983,512.5,1687.530029,284.7049866,3.733299971,18.65999985,29.14489937,7,63,133,16
Ixodes pacificus,-78787.88709,437662.6085,302.4930115,554.3569946,428.8099976,49.76160049,0.533299983,15.26669979,26.73769951,3,56,173,12
Ixodes pacificus,-38832.07597,437560.6788,-9999,-9999,358.2170105,46.44879913,0.273299992,15.22329998,26.39159966,9,54,162,12
Ixodes pacificus,-58290.75066,437143.2967,270.4200134,511.677002,586.5830078,80.66239929,0.386700004,13.49330044,24.29319954,1,58,184,12
Ixodes pacificus,-52218.03701,437427.504,278.1730042,514.4130249,577.0029907,77.12000275,0.603299975,13.50329971,24.27260017,1,57,184,12
Ixodes pacificus,-97081.26658,437339.5913,270.8529968,581.1370239,404.2900085,45.47710037,1.039999962,15.06330013,26.27199936,3,56,159,13
Ixodes pacificus,-262856.4686,437177.7736,352.6929932,575.7930298,1467.939941,262.0920105,4.809999943,16.36330032,26.32130051,6,63,139,17
Ixodes pacificus,-204507.3779,437268.4538,256.2600098,749.8070068,463.5069885,69.06909943,3.49000001,19.11669922,30.28300095,6,61,159,18
Ixodes pacificus,-236226.8101,437289.4449,381.3500061,602.2930298,724.6469727,115.1169968,4.036699772,18.2166996,29.11989975,7,64,144,17
Ixodes pacificus,-286184.556,437294.3944,375.0369873,548.9869995,1576.400024,278.7999878,3.353300095,19.32329941,30.23270035,7,64,134,18
Ixodes pacificus,-277853.5936,436768.7864,419.7099915,475.9200134,1564.319946,279.5440063,3.430000067,18.97669983,29.87439919,7,63,135,17
Ixodes pacificus,-3935.601415,436849.5641,217.5370026,613.0430298,488.8930054,65.22119904,0.853299975,14.43669987,25.65780067,7,58,139,13
Ixodes pacificus,-263193.7734,436646.1396,416.8729858,478.4729919,1768.98999,321.5780029,4.393300056,15.51669979,25.41080093,8,63,139,17
Ixodes pacificus,-228774.7049,436169.4819,375.072998,618.4069824,750.1799927,121.6750031,5,17.35000038,27.89830017,7,65,144,17
Ixodes pacificus,-119614.0265,436107.5138,243.4230042,621.28302,280.9570007,32.3166008,-0.103299998,16.52000046,27.50370026,11,57,160,13
Ixodes pacificus,-208601.1405,436476.3477,282.5700073,724.5529785,485.3630066,74.16139984,3.546700001,19.10000038,30.26119995,7,62,158,18
Ixodes pacificus,-339999.7505,436117.6047,677.4229736,282.3900146,2344.179932,376.0589905,6.71999979,17.32670021,23.27070045,7,60,157,16
Ixodes pacificus,-57279.88602,436198.2566,269.3900146,518.3070068,576.3400269,78.31230164,0.406699985,13.67669964,24.57959938,1,58,184,12
Ixodes pacificus,-340330.0003,436562.2614,685.4769897,286.4729919,2342.840088,375.7309875,6.80670023,17.30669975,23.20879936,7,60,158,16
Ixodes pacificus,-285947.9736,436255.0944,372.8770142,554.4970093,1554.349976,277.8619995,3.529999971,19.2833004,29.9701004,7,64,134,18
Ixodes pacificus,-90999.64273,435704.0109,239.7929993,640.4530029,370.1600037,36.92279816,0.753300011,15.76669979,27.65730095,3,56,166,13
Ixodes pacificus,-348214.1395,435687.9177,521.2529907,429.177002,1823.640015,283.6319885,7.800000191,15.68330002,18.37290001,11,61,176,16
Ixodes pacificus,-200372.161,436083.9054,276.8330078,704.6669922,446.8399963,63.7942009,3.633300066,18.77000046,29.90130043,7,60,156,18
Ixodes pacificus,-102991.6315,435678.7069,218.5070038,642.4899902,347.0629883,38.51459885,0.706700027,15.77999973,26.91329956,3,56,158,13
Ixodes pacificus,-208937.8584,435801.3627,281.5700073,724.3270264,482.9769897,73.87509918,3.523299932,19.16670036,30.3307991,2,62,157,18
Ixodes pacificus,-261830.7746,435867.4129,345.0429993,595.2869873,1316.219971,229.8880005,5.186699867,17.4666996,27.75510025,8,63,140,17
Ixodes pacificus,-287069.4535,435588.744,394.0929871,570.322998,1567.800049,272.4429932,4.22329998,18.91670036,29.21159935,8,63,134,16
Ixodes pacificus,-155987.8174,435170.5693,184.3470001,646.3430176,419.9729919,55.87900162,0.899999976,15.43000031,26.45199966,7,61,143,14
Ixodes pacificus,-242863.1083,435389.7355,322.9330139,477.6369934,1068.949951,168.0500031,3.170000076,12.11330032,21.58309937,7,63,136,16
Ixodes pacificus,-202172.6045,435590.4241,246.8029938,733.322998,417.1029968,58.73239899,3.349999905,19.08670044,30.25,7,60,157,18
Ixodes pacificus,-304507.4383,435359.1555,534.6069946,259.5570068,2738.159912,418.5830078,4.163300037,15.48330021,24.62890053,7,64,125,16
Ixodes pacificus,-234977.768,435587.0957,291.427002,677.53302,698.1970215,112.3769989,3.543299913,18.97999954,30.14760017,6,65,144,17
Ixodes pacificus,-68078.86676,435233.3444,209.1100006,605.8729858,494.2330017,64.48529816,0.319999993,14.47999954,25.51939964,3,58,179,12
Ixodes pacificus,-294305.1994,435520.4262,417.9869995,529.5430298,1979.72998,335.3469849,4.603300095,17.43670082,27.22520065,7,63,133,16
Ixodes pacificus,-193127.9904,435308.7922,376.2330017,487.446991,631.7399902,86.5062027,2.940000057,15.79329967,26.74909973,6,65,146,16
Ixodes pacificus,-128914.0449,435148.1811,235.0070038,627.0869751,274.3370056,28.65620041,-0.176699996,16.59000015,27.53100014,11,58,160,13
Ixodes pacificus,-336293.9882,434710.4335,664.3729858,308.3469849,2705.76001,442.9049988,7.463300228,16.52000046,22.65999985,7,63,143,17
Ixodes pacificus,-127846.4076,435081.9664,-9999,-9999,272.7470093,29.08810043,-0.170000002,16.58670044,27.54039955,9,58,162,13
Ixodes pacificus,-156479.4937,434862.8788,193.3569946,616.7230225,456.5,60.5632019,1.053300023,15.01000023,26.24099922,7,61,143,14
Ixodes pacificus,-120251.7434,435079.4353,243.753006,622.0900269,281.303009,32.29169846,-0.106700003,16.5366993,27.51099968,11,57,160,13
Ixodes pacificus,-302096.7614,435109.92,412.2000122,374.7799988,2827.77002,467.3309937,3.640000105,14.26000023,23.39959908,7,63,128,16
Ixodes pacificus,-23925.21198,435115.1818,315.7600098,406.9400024,647.9869995,78.22920227,-0.166700006,12.28670025,23.13979912,7,64,148,11
Ixodes pacificus,-244856.7043,435110.6116,302.3900146,376.9729919,1105.73999,172.9570007,1.766700029,10.27670002,19.45199966,1,64,139,17
Ixodes pacificus,-253187.4082,434264.8641,399.1400146,622.1669922,751.4869995,116.137001,4.946700096,18.04330063,28.52669907,7,63,142,17
Ixodes pacificus,-17357.23575,434411.3786,293.8599854,337.1730042,986.3469849,131.4589996,-1.763299942,10.22999954,20.80179977,3,66,145,10
Ixodes pacificus,-338872.5587,434296.1005,710.8870239,263.0329895,2645.949951,429.2730103,7.869999886,16.48670006,22.34460068,7,60,158,16
Ixodes pacificus,-98155.42084,434488.1003,226.9199982,635.2329712,362.6170044,39.19720078,0.496699989,15.76000023,27.1284008,3,56,161,13
Ixodes pacificus,-19851.61241,434390.4421,305.7269897,345.9599915,899.507019,116.8320007,-1.433300018,10.49330044,21.04710007,1,66,146,10
Ixodes pacificus,-108253.1862,434510.3167,200.9100037,660.3930054,323.6430054,36.37120056,0.550000012,15.93669987,27.05990028,2,57,160,13
Ixodes pacificus,-77932.2765,434473.4122,227.5070038,625.2399902,433.4729919,51.51300049,0.493299991,15.1967001,26.59189987,7,55,173,13
Ixodes pacificus,-156282.7976,434462.4488,194.1869965,617.8369751,465.1730042,62.45489883,0.993300021,14.99330044,26.25029945,7,61,143,14
Ixodes pacificus,-58541.32678,434200.802,267.1199951,535.9699707,552.0930176,74.35220337,0.443300009,14.05669975,25.01790047,7,58,185,12
Ixodes pacificus,-8051.167825,434630.8777,253.7230072,558.6469727,638.7869873,87.20800018,0.560000002,14.18000031,25.27470016,3,59,144,13
Ixodes pacificus,-268297.1469,434497.4509,366.6629944,558.6900024,1714.949951,310.6749878,4.763299942,18.34000015,28.79669952,7,63,140,17
Ixodes pacificus,-289577.5345,433899.0204,355.6369934,593.0529785,1626.910034,278.9710083,3.833300114,19.16329956,29.74119949,7,63,134,16
Ixodes pacificus,-17720.20286,433997.8342,296.2130127,349.4970093,980.8200073,130.4320068,-1.703299999,10.48330021,21.09499931,3,66,145,10
Ixodes pacificus,-46689.8471,433947.4155,255.0269928,554.9970093,492.946991,65.44730377,0.796700001,13.99670029,24.84840012,1,57,184,12
Ixodes pacificus,-161535.0691,433980.9803,199.1799927,641.7769775,328.5469971,42.47309875,-0.346700013,16.09329987,26.7534008,3,60,155,16
Ixodes pacificus,-188664.9732,433959.0783,530.6699829,218.8269958,805.4030151,102.4960022,1.746700048,12.39999962,22.95509911,1,67,148,16
Ixodes pacificus,-203689.1594,433706.1315,247.8170013,747.9970093,407.6600037,57.72710037,3.446700096,19.26670074,30.49720001,8,60,157,18
Ixodes pacificus,-82887.7179,434059.6909,213.8999939,662.6699829,389.6300049,40.18379974,0.689999998,15.57330036,27.46439934,7,56,170,13
Ixodes pacificus,-95187.84886,433819.5435,234.5570068,638.257019,371.2399902,38.43700027,0.666700006,15.76329994,27.37319946,3,56,162,13
Ixodes pacificus,-94034.72112,433846.2063,234.4499969,639.8699951,366.1199951,37.14720154,0.593299985,15.82999992,27.5788002,2,56,163,13
Ixodes pacificus,-156216.3675,433731.6403,193.1600037,630.4500122,443.3200073,58.97100067,0.939999998,15.15670013,26.36269951,7,61,143,14
Ixodes pacificus,-196469.5147,433372.1422,301.3699951,621.5800171,552.9099731,79.15029907,3.236700058,18.17670059,29.23469925,6,61,153,17
Ixodes pacificus,-213032.0696,433238.6629,300.0769958,704,445.1470032,66.34230042,3.52670002,19.59329987,30.78930092,2,63,135,18
Ixodes pacificus,-242156.2373,433324.9878,366.9169922,617.8569946,857.0529785,142.9810028,4.989999771,16.17329979,26.44860077,7,64,144,17
Ixodes pacificus,-326314.0927,433576.2503,550.0900269,395.1499939,2734.97998,444.7999878,5.650000095,17.08329964,25.39240074,7,63,133,17
Ixodes pacificus,-275981.3786,433313.2183,398.2330017,546.9229736,1425.280029,254.5809937,3.859999895,19.97999954,30.85440063,7,64,135,18
Ixodes pacificus,-110639.3705,433386.8319,188.1029968,664.4869995,302.019989,34.2881012,0.046700001,16.20999908,27.26860046,2,57,160,13
Ixodes pacificus,-272476.142,433278.2986,355.8429871,619.0670166,1448.369995,258.4890137,4.016699791,19.90670013,30.76309967,7,64,137,17
Ixodes pacificus,-170159.2649,433291.484,199.996994,651.5300293,342.3670044,44.89120102,-0.116700001,16.12669945,26.84219933,3,62,159,14
Ixodes pacificus,-28973.36542,433424.6324,376.480011,502.3829956,443.5769958,51.60029984,0.920000017,15.7833004,27.25289917,11,55,168,12
Ixodes pacificus,-306304.1822,433620.4727,527.6099854,320.3330078,2620.629883,413.7479858,4.170000076,16.55669975,25.81290054,7,64,129,16
Ixodes pacificus,-215757.3399,432969.3283,302.3630066,648.7869873,612.2269897,98.89759827,4.216700077,17.37669945,28.31310081,8,63,137,17
Ixodes pacificus,-322593.4343,432970.3381,525.8569946,352.2229919,2416.929932,390.3080139,5.25,18.67329979,27.22680092,7,64,131,17
Ixodes pacificus,-8446.577887,433069.4099,229.7630005,595.9299927,562.492981,76.38880157,0.99000001,14.89669991,26.09630013,3,58,144,13
Ixodes pacificus,-133235.0864,432901.8494,195.1399994,656.6829834,295.8699951,30.45269966,0.256700009,16.20999908,27.16410065,2,62,146,15
Ixodes pacificus,-58545.07255,433167.9719,269.6199951,541.7399902,539.8129883,71.89880371,0.476700008,14.21329975,25.21619987,2,58,185,12
Ixodes pacificus,-13604.80988,432809.3174,271.25,475.8599854,885.1129761,121.0039978,-0.560000002,12.38000011,23.22900009,3,60,148,12
Ixodes pacificus,-279178.795,433193.1466,362.7969971,612.1929932,1875.619995,338.5480042,5.716700077,17.97999954,28.58810043,7,65,136,17
Ixodes pacificus,-145954.7917,432910.2572,185.1399994,659.9329834,305.4129944,36.28879929,0.443300009,15.88329983,26.67499924,3,61,145,14
Ixodes pacificus,-234574.7995,432964.9378,292.2369995,701.1870117,657.0770264,107.3209991,3.866699934,19.72330093,31.12140083,7,64,144,17
